-1000,5.485826
-995,5.639634
-990,5.678696
-985,5.637193
-980,5.629869
-975,5.610337
-970,5.644517
-965,5.617661
-960,5.668931
-955,5.556626
-950,5.617661
-945,5.517564
-940,5.417467
-935,5.559068
-930,5.559068
-925,5.563951
-920,5.478501
-915,5.427232
-910,5.541978
-905,5.449205
-900,5.49315
-895,5.393053
-890,5.444322
-885,5.402818
-880,5.532212
-875,5.512681
-870,5.461412
-865,5.585923
-860,5.600572
-855,5.439439
-850,5.534654
-845,5.490708
-840,5.529771
-835,5.63231
-830,5.561509
-825,5.498033
-820,5.500474
-815,5.397935
-810,5.292955
-805,5.410142
-800,5.61522
-795,5.583482
-790,5.600572
-785,5.559068
-780,5.395494
-775,5.507798
-770,5.427232
-765,5.395494
-760,5.436998
-755,5.505357
-750,5.412584
-745,5.47606
-740,5.449205
-735,5.458971
-730,5.395494
-725,5.35399
-720,5.40526
-715,5.341783
-710,5.346666
-705,5.439439
-700,5.258776
-695,5.415025
-690,5.395494
-685,5.322252
-680,5.456529
-675,5.434556
-670,5.329576
-665,5.283189
-660,5.349107
-655,5.356431
-650,5.305162
-645,5.280748
-640,5.278306
-635,5.227037
-630,5.2661
-625,5.322252
-620,5.273424
-615,5.241686
-610,5.170885
-605,5.200182
-600,5.285631
-595,5.273424
-590,5.268541
-585,5.292955
-580,5.275866
-575,5.219713
-570,5.183092
-565,5.241686
-560,5.31981
-555,5.256334
-550,5.141588
-545,5.234362
-540,5.253893
-535,5.263659
-530,5.080554
-525,5.129381
-520,5.24901
-515,5.119616
-510,5.183092
-505,5.187975
-500,5.200182
-495,5.148912
-490,5.09276
-485,5.119616
-480,5.185534
-475,5.075671
-470,5.102526
-465,5.117174
-460,5.219713
-455,5.146471
-450,5.03905
-445,5.202623
-440,5.129381
-435,5.014636
-430,5.153795
-425,5.170885
-420,5.161119
-415,5.119616
-410,4.978014
-405,5.012194
-400,5.09276
-395,5.097643
-390,5.043932
-385,5.02196
-380,4.926745
-375,4.934069
-370,4.946276
-365,5.10985
-360,5.02196
-355,4.98778
-350,5.031725
-345,5.129381
-340,5.090319
-335,4.902331
-330,4.982897
-325,4.853503
-320,4.975573
-315,4.887683
-310,4.863269
-305,4.838855
-300,4.89989
-295,5.053698
-290,4.909655
-285,4.797351
-280,4.819324
-275,4.768054
-270,4.790027
-265,4.936511
-260,4.885242
-255,4.921862
-250,4.851062
-245,4.885242
-240,4.8828
-235,4.814441
-230,4.811999
-225,4.846179
-220,4.753406
-215,4.846179
-210,4.799792
-205,4.794909
-200,4.711902
-195,4.741199
-190,4.804675
-185,4.780261
-180,4.76073
-175,4.755847
-170,4.790027
-165,4.816882
-160,4.855945
-155,4.802234
-150,4.885242
-145,4.84862
-140,4.785144
-135,4.829089
-130,4.841296
-125,4.692371
-120,4.77782
-115,4.919421
-110,4.836413
-105,4.934069
-100,4.9536
-95,4.904773
-90,5.03905
-85,5.134264
-80,5.302721
-75,5.561509
-70,5.529771
-65,5.847153
-60,6.159652
-55,6.41844
-50,6.752913
-45,6.950665
-40,7.382793
-35,7.587871
-30,7.76121
-25,7.788066
-20,8.083475
-15,8.188456
-10,8.425271
-5,8.591287
0,8.823219
5,8.78904
10,8.745094
15,8.708473
20,8.583962
25,8.688943
30,8.540017
35,8.740211
40,8.73777
45,8.615701
50,8.625466
55,8.644998
60,8.374002
65,8.076151
70,7.888163
75,7.810039
80,7.565898
85,7.646465
90,7.434063
95,7.438946
100,7.387676
105,7.512187
110,7.526836
115,7.512187
120,7.53416
125,7.504863
130,7.297345
135,7.600078
140,7.302227
145,7.53416
150,7.395
155,7.287579
160,7.170392
165,7.111798
170,6.892072
175,6.928693
180,6.628401
185,6.606428
190,6.499007
195,6.391585
200,6.362288
205,6.12059
210,6.018051
215,5.935043
220,5.891098
225,5.73729
230,5.683579
235,5.610337
240,5.490708
245,5.356431
250,5.458971
255,5.307603
260,5.209948
265,5.285631
270,5.117174
275,5.012194
280,5.095201
285,4.975573
290,4.880359
295,4.794909
300,4.685047
305,4.785144
310,4.707019
315,4.707019
320,4.653308
325,4.611804
330,4.633777
335,4.711902
340,4.670398
345,4.633777
350,4.628894
355,4.514149
360,4.492176
365,4.431141
370,4.414051
375,4.421375
380,4.433582
385,4.467762
390,4.399403
395,4.382313
400,4.387196
405,4.282216
410,4.313954
415,4.30663
420,4.223622
425,4.274891
430,4.201649
435,4.243153
440,4.265126
445,4.267567
450,4.165029
455,4.328602
460,4.191884
465,4.201649
470,4.138173
475,4.16747
480,4.201649
485,4.187001
490,4.196766
495,4.174794
500,4.147939
505,4.282216
510,4.196766
515,4.196766
520,4.16747
525,4.113759
530,4.165029
535,4.16747
540,4.160146
545,4.121083
550,4.143056
555,4.15038
560,4.099111
565,4.13329
570,4.128407
575,4.103993
580,4.067372
585,4.077138
590,4.1162
595,4.121083
600,4.038075
605,4.113759
610,4.050282
615,4.1162
620,4.101552
625,4.006337
630,3.974599
635,4.086904
640,4.06249
645,4.052724
650,4.130849
655,4.108876
660,4.064931
665,4.001454
670,4.121083
675,4.077138
680,4.0454
685,4.023427
690,4.030751
695,4.033193
700,4.052724
705,4.050282
710,3.996572
715,3.991689
720,3.913564
725,3.969716
730,4.001454
735,3.918447
740,4.072255
745,4.006337
750,4.01122
755,3.977041
760,3.957509
765,3.937978
770,4.082021
775,3.911123
780,3.940419
785,4.018544
790,3.930654
795,4.016103
800,4.003896
805,3.964833
810,4.008779
815,3.962392
820,3.950185
825,3.991689
830,4.038075
835,4.008779
840,3.840322
845,3.955068
850,4.052724
855,3.996572
860,3.911123
865,3.930654
870,3.940419
875,3.896474
880,4.069814
885,3.918447
890,3.989248
895,3.952626
900,3.928213
905,4.02831
910,3.984365
915,3.955068
920,3.942861
925,3.825674
930,3.901357
935,3.92333
940,3.88915
945,3.918447
950,3.969716
955,3.955068
960,3.913564
965,3.940419
970,3.942861
975,3.881826
980,3.937978
985,3.908681
990,3.881826
995,3.940419
